Filename,PM7 HOMO(eV),PM7 LUMO(eV)
f7105,-8.1,-1.251
f7129,-8.484,-1.22
f7165,-8.959,-1.169
f717,-9.483,-1.862
f7176,-8.309,-1.587
f7191,-8.427,-1.039
f7194,-8.629,-1.339
f7204,-8.855,-0.992
f721,-7.92,-0.703
f7216,-8.349,-1.09
f7242,-8.844,-1.052
f7245,-8.149,-1.099
f7250,-8.805,-1.216
f7269,-8.761,-1.225
f728,-9.048,-1.461
f7283,-8.676,-1.353
f7286,-8.586,-1.065
f7319,-8.119,-1.386
f734,-8.525,-1.577
f7364,-8.092,-0.671
f7370,-7.879,-0.707
f7389,-8.756,-1.512
f7400,-7.934,-0.789
f741,-8.809,-1.624
f7419,-8.069,-1.027
f7443,-8.493,-0.612
f7444,-8.559,-0.521
f7447,-8.1,-0.566
f7451,-7.98,-0.985
f746,-8.827,-1.48
f7463,-8.946,-1.084
f7485,-7.927,-1.297
f7491,-8.103,-0.672
f7494,-8.052,-0.505
f7496,-8.476,-1.273
f7497,-8.193,-0.704
f7516,-7.989,-0.993
f7517,-8.113,-0.914
f7552,-8.661,-1.083
f7556,-8.76,-1.096
f7567,-8.671,-1.458
f758,-9.062,-1.457
f7641,-9.056,-1.416
f7646,-8.096,-1.96
f7661,-8.241,-0.809
f7662,-8.665,-0.733
f7663,-8.653,-0.659
f7667,-8.646,-0.623
f7689,-8.578,-0.917
f7696,-8.286,-0.955
f7699,-8.342,-0.971
f770,-7.98,-0.389
f7702,-8.198,-0.816
f7706,-8.272,-0.985
f7721,-8.774,-1.648
f7736,-8.26,-1.146
f7751,-7.959,-0.661
f7773,-8.929,-0.884
f7783,-8.297,-0.44
f7787,-8.25,-0.514
f7793,-8.423,-1.432
f785,-9.124,-1.469
f7866,-7.356,-0.618
f7876,-8.262,-0.766
f7878,-8.397,-0.86
f7897,-7.978,-1.039
f7907,-7.914,-0.435
f7911,-8.037,-0.48
f794,-9.234,-1.369
f799,-7.751,-0.777
f800,-7.893,-0.824
f8091,-9.048,-2.121
f81,-8.116,-1.085
f8104,-8.438,-2.37
f8111,-8.249,-1.854
f8119,-8.6,-1.754
f8122,-8.536,-1.67
f8125,-9.002,-1.852
f814,-7.792,-0.549
f8141,-8.78,-1.411
f8144,-8.872,-1.269
f8158,-8.1,-2.123
f8168,-9.347,-2.338
f8170,-9.024,-2.163
f8172,-9.141,-2.245
f8173,-8.893,-2.43
f8183,-9.11,-2.132
f8185,-8.961,-2.103
f8205,-8.129,-3.27
f8230,-8.713,-1.536
f8248,-8.558,-1.535
f826,-9.139,-1.545
f8276,-8.728,-1.607
f828,-9.237,-1.473
f8285,-8.566,-1.627
f8288,-8.156,-1.245
f8289,-7.877,-1.252
f8298,-8.704,-1.701
f8306,-8.552,-1.894
f8309,-8.256,-1.321
f831,-9.14,-1.464
f833,-9.287,-1.491
f8331,-8.823,-1.127
f8337,-8.571,-1.764
f834,-7.102,-0.741
f8347,-8.25,-2.05
f8360,-8.692,-1.295
f8361,-8.488,-0.808
f837,-8.442,-1.275
f8374,-8.125,-1.381
f8419,-8.464,-0.657
f8424,-8.513,-0.711
f8434,-8.454,-2.09
f8444,-8.202,-1.866
f8445,-8.035,-2.267
f8447,-8.759,-1.892
f8453,-8.507,-1.747
f8462,-8.684,-1.506
f8472,-8.093,-0.695
f8475,-8,-0.783
f8492,-8.867,-1.427
f8494,-8.6,-1.91
f8495,-9.008,-1.296
f8527,-8.03,-0.734
f8530,-8.123,-0.516
f8560,-8.798,-1.551
f8564,-8.856,-1.589
f8567,-8.801,-1.587
f8577,-9.01,-1.225
f8581,-9.01,-1.119
f8583,-9.036,-1.112
f8587,-9.096,-1.145
f8593,-9.02,-1.15
f8594,-8.956,-1.626
f8601,-7.995,-0.624
f8604,-7.979,-0.512
f8608,-8.756,-1.328
f8610,-8.95,-1.362
f8623,-7.858,-0.76
f8625,-7.839,-0.893
f8629,-8.744,-1.236
f863,-10.135,-1.678
f8633,-8.635,-1.042
f8636,-8.974,-1.052
f8639,-8.655,-1.163
f8661,-8.669,-1.984
f8663,-8.468,-1.35
f87,-7.856,-0.786
f8701,-8.508,-0.912
f8702,-8.493,-1.176
f8713,-8.254,-1.432
f872,-9.589,-2.062
f8738,-8.136,-1.388
f8755,-8.101,-1.448
f8764,-8.745,-0.845
f8771,-8.21,-1.673
f8782,-8.083,-1.296
f8786,-8.106,-1.377
f8799,-8.227,-0.746
f8803,-8.746,-1.081
f8807,-8.891,-0.992
f8815,-8.965,-0.948
f8823,-7.16,-0.67
f8829,-8.453,-1.23
f8843,-8.399,-0.893
f8847,-7.959,-1.059
f8848,-8.469,-1.123
f8849,-8.479,-1.078
f8870,-8.426,-0.739
f8872,-8.311,-0.735
f8879,-7.977,-0.789
f8888,-8.112,-0.812
f894,-8.473,-0.682
f8942,-7.707,-0.884
f8991,-8.414,-1.382
f9045,-8.336,-0.878
f9055,-8.633,-0.772
f9063,-8.392,-0.634
f9097,-8.159,-0.522
f910,-7.931,-1.165
f9310,-8.384,-0.863
f9407,-9.043,-2.723
f9483,-8.341,-2.425
f9485,-8.939,-1.587
f9490,-9.012,-1.803
f9500,-9.105,-1.6
f9505,-9.247,-1.613
f9518,-8.808,-1.611
f9529,-8.392,-1.613
f9542,-8.932,-2.596
f9543,-8.931,-2.553
f9544,-9.129,-2.368
f9549,-8.663,-1.019
f9555,-8.628,-1.026
f9569,-8.628,-1.123
f9597,-8.291,-1.077
f9611,-7.977,-0.802
f9628,-9.016,-1.424
f9629,-9.067,-1.47
f9630,-9.149,-1.438
f9636,-8.723,-1.509
f9654,-8.997,-1.743
f9674,-8.427,-1.281
f9713,-9.422,-1.639
f9723,-9.438,-1.901
f9742,-8.949,-1.768
f9750,-8.235,-1.996
f9752,-8.423,-1.4
f9834,-8.252,-0.842
f9837,-8.795,-1.321
f9868,-7.709,-1.661
f9871,-7.891,-0.782
f9874,-7.944,-0.78
f9906,-8.425,-2.034
f9922,-9.065,-1.17
f9927,-8.481,-0.875
f9933,-8.776,-1.43
f9943,-8.944,-1.478
f9948,-8.649,-1.376
f9959,-8.373,-1.721
f9960,-8.597,-1.551
f9961,-8.595,-1.55
f9966,-8.298,-0.991
f9991,-8.556,-0.89
f9994,-8.622,-1.064
h1008,-8.617,-0.782
h1047,-8.606,-0.606
h1078,-8.251,-0.801
h1108,-8.412,-1.482
h1133,-9.227,-1.18
h1139,-8.492,-0.71
h1186,-8.588,-0.439
h1214,-8.235,-0.946
h1221,-8.434,-1.444
h1288,-8.363,-1.149
h1302,-8.361,-1.045
h1386,-8.528,-0.531
h1395,-8.513,-1.659
h1398,-8.644,-1.201
h1402,-8.427,-0.722
h1453,-8.092,-0.758
h1461,-8.356,-0.532
h1463,-8.803,-0.683
h1502,-8.24,-0.645
h1538,-8.438,-0.973
h154,-8.536,-1.761
h1549,-8.358,-1.791
h1556,-8.233,-1.022
h160,-8.07,-1.398
h1613,-8.108,-1.484
h1630,-8.736,-1.17
h1645,-8.249,-1.133
h1668,-8.397,-1.854
h1678,-8.151,-1.166
h1705,-8.667,-1.611
h1722,-8.211,-1.516
h1728,-8.628,-0.651
h1729,-8.04,-0.796
h1736,-8.285,-0.511
h1748,-8.656,-1.14
h1752,-8.543,-0.61
h1769,-7.928,-0.464
h1781,-8.072,-0.854
h1783,-8.649,-0.257
h1827,-8.383,-1.357
h1840,-8.55,-1.875
h1870,-8.198,-0.919
h1877,-8.311,-0.963
h1898,-8.96,-0.664
h1918,-8.172,-1.023
h1931,-8.538,-0.395
h1934,-8.667,-0.666
h1943,-8.468,-0.304
h1947,-8.615,-0.906
h1953,-8.618,-1.112
h1955,-8.243,-0.727
h1974,-7.667,-0.258
h1979,-7.74,-0.268
h1982,-7.625,-0.633
h1984,-7.693,-1.554
h1991,-7.767,-0.993
h1994,-7.806,-0.837
h1995,-7.945,-0.95
h2004,-7.793,-0.868
h2048,-8.437,-1.277
h2072,-8.988,-1.544
h2076,-9.991,-1.878
h2078,-8.55,-1.545
h208,-8.912,-1.371
h2088,-8.205,-0.435
h2097,-8.209,-0.704
h2133,-8.007,-0.815
h2139,-8.611,-0.974
h2151,-8.433,-0.553
h2190,-9.196,-1.225
h2196,-9.844,-1.784
h2208,-9.194,-2.123
h2224,-8.058,-0.873
h2238,-8.103,-1.118
h2239,-8.108,-1.033
h2254,-8.401,-1.063
h2255,-8.21,-0.78
h2264,-8.149,-0.75
h2268,-8.149,-1.424
h2271,-8.271,-0.848
h2276,-8.291,-1.135
h2324,-9.82,-1.63
h2331,-9.84,-1.493
h2332,-8.374,-1.341
h2344,-8.026,-1.008
h2350,-8.45,-1.121
h2362,-8.277,-0.957
h2383,-8.752,-2.052
h2385,-8.022,-0.689
h2402,-8.076,-1.112
h2441,-9.136,-1.894
h2454,-9.348,-2.118
h2491,-7.933,-0.781
h2501,-8.183,-1.321
h2510,-8.468,-0.98
h2516,-8.885,-1.405
h2527,-8.399,-1.782
h2537,-8.274,-1.01
h2541,-8.486,-1.063
h2544,-8.2,-0.838
h2561,-9.006,-1.617
h2576,-9.32,-1.922
h2591,-8.956,-2.013
h2592,-8.262,-1.319
h2604,-9.075,-2.074
h2618,-8.786,-1.65
h2619,-8.818,-0.58
h2621,-8.696,-1.402
h2624,-9.031,-1.788
h2627,-8.89,-1.887
h2631,-8.151,-1.148
h2632,-8.156,-0.897
h2633,-8.186,-1.078
h2657,-8.125,-1.017
h2714,-8.635,-0.78
h2731,-9.211,-1.231
h2735,-9.014,-0.97
h275,-8.065,-0.791
h276,-8.356,-0.878
h2762,-8.776,-1.532
h2765,-8.336,-1.688
h2773,-8.752,-1.111
h2785,-8.684,-0.984
h2792,-9.24,-1.896
h2812,-8.942,-1.68
h2845,-8.792,-1.602
h2848,-8.219,-1.028
h2890,-8.229,-1.362
h2905,-8.821,-1.499
h2907,-8.762,-1.772
h2914,-8.531,-0.437
h2940,-8.207,-0.702
h3000,-8.648,-0.888
h3017,-9.185,-1.793
h3053,-7.17,-0.386
h3089,-8.726,-0.749
h3098,-8.436,-0.121
h3142,-8.619,-1.241
h3149,-8.951,-1.488
h3159,-8.559,-1.451
h3162,-8.513,-0.384
h3212,-8.546,-1.251
h3275,-8.795,-1.127
h3278,-8.363,-1.725
h3292,-9.248,-2.173
h3299,-8.724,-1.011
h3322,-8.554,-1.06
h3339,-9.033,-1.032
h3348,-9.1,-1.082
h3366,-9.11,-1.366
h3391,-8.795,-1.091
h3405,-8.125,-0.646
h3411,-8.331,-1.105
h343,-8.716,-1.593
h3438,-8.048,-1.612
h3447,-8.119,-0.735
h3454,-8.372,-1.49
h3470,-8.314,-1.214
h3471,-8.323,-1.304
h3473,-8.49,-1.619
h3476,-8.067,-0.597
h3477,-8.055,-0.695
h3522,-7.855,-0.653
h3525,-7.919,-1.942
h3530,-9.286,-1.582
h3538,-9.222,-1.31
h3560,-9.251,-1.351
h3579,-9.011,-2.006
h3593,-9.055,-1.415
h3610,-8.195,-1.178
h3613,-8.51,-1.343
h362,-8.693,-1.642
h3634,-8.425,-1.132
h3640,-8.312,-1.096
h3645,-8.219,-1.078
h3647,-8.517,-1.177
h3651,-8.35,-1.342
h3662,-8.404,-1.142
h3665,-8.601,-1.467
h3687,-8.439,-1.593
h3712,-8.376,-1.357
h3714,-8.168,-1.172
h3717,-8.714,-1.534
h3725,-8.17,-1.078
h3735,-8.492,-0.907
h3844,-8.304,-0.76
h388,-8.775,-1.121
h3887,-8.537,-1.34
h3902,-8.999,-1.528
h3904,-8.999,-1.768
h391,-8.922,-1.588
h3914,-9.511,-2.038
h3926,-8.786,-1.467
h3928,-8.802,-1.395
h3951,-8.516,-1.307
h3957,-9.014,-1.798
h3974,-8.391,-0.969
h3989,-8.501,-1.853
h3998,-8.354,-0.693
h40,-8.319,-1.29
h400,-8.439,-0.873
h403,-8.633,-1.268
h4055,-8.267,-1.36
h4069,-7.23,-0.358
h407,-8.597,-0.684
h4086,-8.702,-1.523
h4128,-9.259,-2.151
h4135,-9.199,-2.372
h4158,-8.184,-0.515
h4159,-8.296,-0.879
h4168,-8.156,-0.276
h4186,-8.414,-1.113
h4204,-8.373,-0.821
h4222,-8.289,-1.729
h423,-8.888,-1.347
h4230,-7.745,-0.424
h4237,-8.413,-1.122
h4240,-8.268,-0.759
h4249,-7.991,-0.727
h428,-8.126,-0.772
h4288,-9.491,-1.523
h4297,-9.66,-1.448
h4324,-8.736,-1.687
h4351,-9.608,-1.889
h4376,-9.199,-1.696
h4381,-8.362,-1.721
h4399,-9.079,-2.134
h4406,-10.365,-2.463
h4421,-8.984,-1.58
h4427,-7.564,-1.469
h4428,-8.086,-1.411
h443,-8.256,-1.52
h4476,-8.584,-1.143
h4482,-9.58,-1.029
h4551,-8.373,-1.375
h4552,-9.033,-2.064
h4582,-9.181,-2.024
h460,-8.987,-2.284
h4605,-9.045,-2.608
h4609,-8.399,-1.929
h461,-9.312,-2.608
h4625,-9.044,-1.72
h4626,-9.046,-1.834
h4629,-9.108,-2.167
h4630,-8.968,-1.806
h4644,-8.383,-2.128
h4648,-9.326,-2.229
h4659,-8.858,-2.094
h4668,-8.539,-1.873
h4669,-8.894,-2.005
h4716,-8.519,-1.556
h4720,-8.525,-1.619
h4739,-8.954,-1.564
h4742,-8.712,-1.581
h4745,-8.84,-1.819
h4757,-8.735,-1.611
h4759,-9.081,-1.9
h4762,-9.238,-2.082
h4767,-9.185,-2.029
h4777,-8.548,-1.619
h4798,-8.6,-1.424
h4802,-9.064,-1.871
h4815,-9.127,-2.516
h4819,-9.145,-1.519
h4823,-9.194,-1.363
h483,-8.131,-1.275
h4847,-8.838,-0.854
h4848,-9.023,-1.736
h4865,-9.334,-1.814
h4868,-8.654,-1.199
h4874,-9.199,-1.6
h4882,-8.745,-1.274
h4885,-8.911,-1.688
h4909,-9.109,-1.592
h4968,-9.362,-1.159
h4971,-9.011,-1.251
h4985,-8.422,-2.009
h5003,-8.415,-1.268
h5015,-7.85,-0.852
h5037,-8.289,-1.389
h5067,-8.815,-2.564
h5082,-8.785,-2.391
h5091,-8.634,-2.483
h5100,-8.656,-2.352
h5112,-8.376,-2.02
h5126,-8.955,-2.038
h5137,-8.725,-1.869
h5138,-9.023,-2.186
h5152,-9.052,-2.205
h5210,-8.703,-1.983
h5213,-8.608,-1.626
h5216,-8.818,-1.926
h5218,-8.951,-2.01
h5237,-8.846,-1.75
h5244,-9.357,-1.623
h5284,-9.199,-1.152
h5327,-8.84,-1.468
h5345,-9.211,-2.405
h5352,-9.607,-2.607
h5354,-7.116,-0.262
h536,-8.423,-1.445
h5370,-7.262,-0.546
h5396,-8.644,-2.311
h5404,-8.616,-0.922
h5406,-8.555,-1.005
h5414,-8.457,-1.469
h5416,-8.158,-0.871
h5426,-8.373,-0.346
h5430,-8.234,-0.558
h5438,-8.154,-0.164
h544,-8.806,-1.277
h5458,-8.138,-0.335
h5483,-8.204,-0.386
h5504,-8.322,-1.023
h5506,-8.228,-1.618
h5511,-8.436,-1.787
h5514,-8.273,-0.765
h5516,-8.245,-0.691
h553,-8.227,-1.458
h5531,-8.207,-1
h5535,-7.176,-0.498
h5548,-8.154,-0.693
h5590,-8.699,-1.073
h5599,-8.304,-0.116
h5659,-8.281,-0.964
h5660,-8.218,-0.978
h5665,-8.439,0.027
h5667,-8.387,-1.142
h5682,-8.33,-0.326
h5684,-8.346,-0.708
h5703,-8.795,-1.288
h5707,-8.386,-0.584
h5712,-8.956,-2.199
h5756,-8.505,-1.316
h5776,-8.046,-0.423
h5782,-8.159,-0.709
h5789,-7.897,-0.61
h5790,-8.059,-1.066
h5791,-8.028,-1.34
h5797,-8.133,-0.412
h582,-8.363,-0.889
h5878,-7.918,-1.867
h5881,-8.048,-0.376
h5889,-8.875,-1.883
h5890,-8.829,-1.802
h5898,-8.417,-1.487
h5918,-8.954,-2.091
h5924,-8.749,-1.666
h5929,-8.349,-2.107
h5933,-8.847,-1.933
h5937,-8.604,-1.411
h5942,-9.039,-2.46
h5945,-8.652,-1.864
h596,-8.891,-0.812
h6001,-8.549,-2.126
h6009,-9.006,-2.444
h6011,-10.071,-2.756
h6017,-8.779,-2.404
h6020,-8.56,-2.442
h6056,-8.835,-2.38
h6062,-9.615,-2.622
h6064,-7.488,-2.334
h6071,-9.169,-2.612
h6072,-9.435,-2.604
h6107,-8.614,-2.062
h6110,-8.353,-1.307
h619,-8.629,-0.841
h620,-8.387,-0.842
h6212,-8.609,-2.037
h6218,-8.864,-1.847
h6222,-8.759,-1.677
h6225,-8.612,-1.385
h6233,-8.64,-1.411
h6238,-8.745,-1.52
h6247,-8.267,-1.226
h6253,-8.369,-1.853
h6355,-8.783,-2.083
h6366,-8.924,-1.457
h639,-7.192,-0.695
h64,-8.246,-0.923
h6446,-8.862,-1.255
h6453,-9.243,-1.897
h6460,-9.127,-1.378
h6462,-9.135,-1.441
h6470,-8.884,-1.724
h6476,-8.858,-1.566
h6481,-8.494,-1.273
h6505,-8.701,-1.206
h6516,-8.722,-1.224
h6517,-8.698,-1.491
h6540,-8.966,-1.542
h6549,-8.798,-1.949
h6562,-8.755,-1.653
h6564,-8.795,-1.851
h6596,-9.036,-2.289
h6604,-8.565,-1.619
h6616,-8.134,-1.238
h6626,-8.925,-1.505
h6634,-8.45,-1.15
h6659,-9.249,-1.165
h6662,-8.507,-1.452
h667,-8.332,-0.726
h6673,-9.156,-1.623
h6681,-8.676,-1.207
h6697,-8.499,-1.838
h6698,-8.299,-2.013
h6701,-8.405,-1.902
h6706,-8.766,-1.721
h6720,-9.076,-2.206
h6728,-8.681,-2.041
h6730,-9.051,-2.254
h6741,-8.432,-2.107
h6746,-8.468,-2.118
h6752,-8.963,-2.111
h6756,-8.578,-1.729
h6798,-9.473,-1.481
h6800,-9.2,-1.612
h6801,-9.584,-1.743
h6823,-8.5,-1.472
h6825,-8.765,-1.255
h6831,-9.309,-1.948
h6834,-7.41,-1.173
h6839,-8.157,-1.29
h6853,-8.481,-1.843
h6858,-8.955,-2.249
h6861,-8.738,-1.328
h688,-8.275,-0.213
h6892,-9.947,-2.176
h6893,-8.269,-1.495
h6924,-10.019,-2.338
h6928,-8.466,-1.918
h6931,-10.047,-2.357
h6933,-8.675,-1.495
h6938,-9.488,-2.403
h6942,-8.84,-1.341
h6948,-8.641,-1.624
h6959,-9.195,-1.979
h6962,-9.236,-2.174
h6977,-9.635,-2.115
h7011,-9.09,-2.462
h7090,-9.819,-3.072
h7115,-9.687,-2.945
h7128,-8.543,-2.764
h7171,-9.013,-2.098
h7172,-8.576,-2.116
h7176,-8.788,-1.908
h7177,-9,-1.645
h7194,-9.186,-2.028
h7206,-8.722,-1.849
h7228,-9.032,-1.32
h7233,-9.642,-2.14
h7242,-9.062,-2.047
h7256,-9.091,-1.385
h7297,-8.44,-1.904
h7320,-8.709,-1.567
h7328,-8.526,-1.482
h7335,-8.99,-1.599
h7339,-8.953,-2.119
h7343,-8.927,-2.156
h7353,-9.46,-2.041
h7375,-7.949,-1.506
h7400,-8.65,-1.747
h7413,-9.714,-2.037
h7417,-9.375,-1.853
h7424,-8.838,-1.818
h7428,-9.811,-2.216
h7434,-9.542,-2.431
h7447,-9.139,-1.767
h7475,-8.683,-1.125
h7508,-8.849,-1.102
h7518,-8.739,-1.849
h7532,-8.875,-1.701
h7560,-9.343,-2.516
h757,-8.236,-1.089
h7578,-8.8,-1.23
h7583,-8.727,-2.061
h7585,-9.058,-2.047
h7587,-8.828,-1.489
h763,-8.57,-1.29
h7639,-9.424,-1.583
h7659,-9.125,-0.985
h7662,-9.405,-0.954
h7673,-9.63,-1.868
h7705,-8.886,-1.982
h7710,-8.915,-1.918
h7712,-9.415,-1.758
h7725,-8.304,-1.099
h774,-8.892,-0.417
h7746,-8.914,-2.269
h7759,-8.81,-1.785
h778,-9.087,-1.422
h7787,-8.915,-2.034
h7789,-8.863,-2.022
h7792,-9.755,-2.707
h7822,-9.033,-2.241
h7863,-8.594,-1.855
h7872,-8.596,-2.225
h7886,-8.68,-1.473
h7890,-8.68,-1.482
h7892,-9.098,-1.437
h7902,-9.103,-1.412
h791,-8.303,-1.197
h7912,-8.688,-1.487
h7917,-9.405,-2.26
h7921,-8.861,-1.392
h7931,-7.964,-1.326
h7976,-10.62,-2.759
h7981,-9.022,-2.185
h7987,-9.117,-1.896
h7993,-9.416,-2.488
h7994,-9.809,-2.468
h8026,-8.492,-1.672
h8039,-9.314,-1.679
h8056,-9.841,-2.693
h8066,-8.929,-1.428
h8068,-9.131,-2.239
h809,-8.866,-0.633
h8127,-8.934,-1.468
h8128,-9.042,-1.375
h8153,-8.816,-1.722
h8162,-9.44,-1.718
h8178,-8.715,-1.322
h8186,-8.695,-1.821
h8194,-8.698,-1.676
h8195,-8.75,-1.309
h8203,-8.638,-1.173
h8213,-8.478,-1.53
h8219,-7.351,-1.033
h8231,-8.478,-1.137
h8240,-8.125,-0.592
h8255,-8.259,-0.974
h8268,-8.262,-1.223
h8273,-8.246,-1.666
h8274,-8.362,-1.268
h8284,-8.927,-1.56
h8288,-9.99,-2.944
h8304,-8.992,-2.603
h8306,-8.822,-2.057
h831,-9.362,-1.425
h8310,-8.557,-1.391
h832,-8.599,-1.166
h8321,-9.447,-1.898
h8325,-9.382,-1.251
h8328,-9.411,-1.504
h8329,-9.018,-1.16
h8335,-9.283,-1.569
h8351,-9.805,-2.126
h8381,-9.078,-1.635
h839,-8.561,-0.556
h8408,-8.91,-1.597
h8410,-8.629,-1.486
h8440,-8.944,-1.288
h8458,-8.215,-1.669
h8460,-9.01,-1.653
h8468,-8.47,-1.306
h847,-8.642,-1.179
h85,-8.304,-1.573
h850,-8.822,-1.726
h8504,-8.87,-1.57
h8529,-8.493,-0.827
h8578,-9.008,-1.52
h8596,-8.613,-0.512
h861,-8.346,-0.746
h8617,-8.393,-0.866
h8631,-8.653,-1.352
h8638,-8.611,-1.197
h8650,-9.013,-1.891
h8656,-8.486,-0.998
h8670,-8.839,-1.816
h8675,-8.683,-0.925
h8682,-8.799,-1.803
h8698,-9.017,-1.953
h8707,-8.7,-1.763
h8728,-8.883,-1.778
h8730,-8.412,-1.498
h8733,-8.323,-0.952
h8737,-8.903,-1.537
h8740,-7.941,-1.111
h8743,-8.274,-1.193
h8745,-8.914,-1.8
h8772,-8.44,-1.852
h8774,-8.281,-1.594
h8794,-8.249,-1.562
h8805,-8.439,-1.906
h8816,-8.2,-1.524
h8820,-9.036,-1.514
h8830,-8.698,-1.588
h8884,-8.329,-1.541
h8892,-8.285,-1.647
h891,-8.502,-0.969
h893,-8.805,-0.637
h8952,-8.29,-1.664
h8990,-7.813,-1.161
h8992,-7.763,-1.043
h9000,-8.658,-1.435
h9009,-8.46,-2.005
h9015,-8.307,-0.978
h902,-8.985,-0.636
h9027,-8.398,-0.72
h9030,-8.437,-1.03
h9034,-8.861,-0.935
h9056,-8.577,-1.277
h9079,-8.596,-1.683
h9088,-8.617,-2.036
h9089,-8.615,-1.522
h9094,-8.189,-0.853
h929,-9.543,-1.431
h976,-8.941,-0.83
h977,-9.171,-1.394
h981,-9.209,-2.809
h985,-8.742,-0.856
h991,-8.382,-1.013
s10000,-7.426,-0.671
s10013,-7.408,-0.873
s10014,-7.549,-1.041
s10021,-7.649,-0.164
s10022,-7.709,-0.03
s10032,-7.839,-1.142
s10035,-8.499,-1.166
s10041,-8.57,-2.138
s10049,-8.607,-2.149
s10050,-8.589,-2.756
s10058,-8.504,-2.28
s10071,-7.77,-1.122
s10103,-7.734,-0.913
s10144,-8.131,-0.615
s10148,-8.359,-1.406
s10153,-8.624,-1.048
s10161,-8.421,-0.677
s10163,-8.167,-0.637
s10174,-8.107,-0.849
s1019,-8.812,-1.447
s10191,-8.664,-1.142
s1020,-8.613,-1.739
s10211,-8.022,-0.775
s10218,-8.263,-1.303
s10221,-8.191,-0.726
s10242,-8.071,-0.648
s10251,-8.305,-1.297
s10252,-7.948,-0.899
s10259,-7.918,-0.798
s10295,-8.445,-1.701
s10298,-8.123,-0.945
s10305,-8.644,-1.669
s10320,-7.905,-1.155
s10416,-8.33,-2.455
s10430,-8.801,-1.285
s10437,-8.454,-1.731
s10438,-8.158,-1.243
s10469,-8.202,0.04
s10474,-8.183,-0.149
s1048,-8.622,-1.242
s10486,-8.004,-0.866
s10508,-7.879,-0.915
s10519,-8.138,-0.417
s10576,-8.321,-1.095
s10578,-8.563,-1.204
s10586,-8.173,-1.086
s10587,-8.248,-0.686
s10599,-8.759,-1.717
s10608,-8.334,-1.014
s10610,-7.831,-1.148
s10611,-8.43,-1.235
s10629,-7.971,-1.018
s10643,-7.823,-0.967
s10648,-7.902,-0.88
s10654,-8.235,-1.434
s10656,-7.775,-0.837
s10666,-7.803,-1.084
s10684,-7.954,-0.705
s10723,-7.902,-1.692
s10732,-8.059,-1.959
s10744,-8.192,-0.865
s10746,-8.304,-0.975
s10757,-7.767,-1.271
s10775,-8.339,-1.199
s10799,-8.469,-1.585
s10802,-8.133,-0.503
s10830,-8.102,-1.159
s10832,-8.061,-0.902
s1084,-8.524,-1.457
s10842,-8.69,-1.66
s10854,-8.846,-1.813
s10882,-8.13,-1.115
s10883,-8.654,-1.693
s10887,-8.035,-1.242
s10928,-8.01,-0.835
s10931,-7.993,-0.861
s10956,-8.339,-1.547
s10975,-8.232,-1.083
s10986,-8.398,-1.29
s10988,-8.558,-1.389
s11001,-8.328,-2.591
s11002,-7.997,-2.533
s11010,-8.55,-2.456
s11020,-8.005,-0.805
s11041,-7.785,-0.327
s11046,-7.878,0.009
s11053,-7.803,-0.592
s11056,-7.881,-0.324
s11064,-7.72,-0.729
s11068,-7.888,-1.385
s11069,-7.647,-0.702
s11122,-8.019,-0.473
s11141,-8.105,-0.656
s11143,-8.01,-0.67
s11189,-8.263,-1.777
s11194,-7.967,-0.995
s11226,-7.809,-1.847
s11233,-8.007,-0.743
s11238,-8.269,-0.784
s11239,-8.458,-1.669
s11242,-8.09,-1.104
s11260,-8.115,-0.578
s11303,-8.461,-0.915
s1131,-8.386,-1.174
s11315,-8.473,-1.048
s11318,-7.487,0.116
s11323,-7.767,-1.251
s11340,-7.888,-1.083
s11372,-8.296,-1.089
s11382,-8.208,-1.141
s11386,-8.14,-1.117
s11387,-8.251,-1.196
s11393,-8.348,-1.329
s11395,-8.409,-1.308
s11397,-7.959,-0.915
s1140,-8.995,-1.044
s1143,-8.793,-2.011
s11438,-7.821,-1.382
s11451,-8.051,-1.035
s11453,-7.82,-0.858
s11488,-7.788,-0.294
s11491,-7.505,-0.524
s11495,-8.038,-1.061
s11506,-7.915,-0.985
s11507,-8.098,-1.014
s11509,-8.208,-1.533
s11516,-8.18,-1.371
s11518,-8.642,-1.825
s11534,-7.73,-0.585
s11548,-7.977,-1.541
s11549,-7.825,-0.014
s11551,-8.094,-0.631
s11558,-7.985,-0.463
s11591,-8.002,-0.753
s11602,-8.047,-0.788
s11609,-7.967,-0.669
s11616,-7.631,-0.519
s11623,-8.168,-1.269
s11639,-7.998,-1.688
s11646,-8.42,-1.771
s11652,-8.497,-0.977
s11694,-8.36,-1.009
s11709,-8.217,-1.692
s11743,-7.865,-1.376
s11748,-7.804,-0.948
s11761,-8.42,-0.84
s1178,-8.856,-1.036
s11790,-8.232,-0.747
s11804,-8.491,-1.11
s11816,-8.633,-1.695
s11819,-8.473,-1.12
s11826,-8.326,-0.756
s11830,-8.502,-1.588
s1188,-8.847,-0.986
s11881,-7.96,-0.782
s119,-8.654,-1.848
s11904,-8.142,-1.2
s11937,-8.161,-0.676
s11941,-8.119,-1.166
s1197,-9.182,-1.9
s11971,-7.88,-0.097
s11973,-7.995,-0.755
s11981,-7.997,-1.338
s11989,-7.993,-0.71
s12006,-7.913,-0.662
s12014,-7.986,-0.383
s12015,-7.99,-0.712
